BOOT: COLD start (reason=no_marker)
============================================================
  WARRIOR BOT — SUB-BOT (IBKR data + Alpaca exec hybrid)
  Data:    IB Gateway port 4002 clientId=2
  Exec:    AlpacaBroker (paper=true)
  State:   session_state_alpaca/
  Cache:   tick_cache_alpaca/
  Squeeze: OFF
  MP: OFF
  MP V2 (Re-Entry): OFF
  Short: OFF
  Max entries/day: unlimited
  Buying power: 50% of 2x margin
  Port: 4002
  Risk: 3.5% per trade
  Starting Equity: $30,000
  Max Daily Loss: $3,000 (2% of equity, scaling)
  Windows: 04:00-20:00
  SQ Target R: 1.5
  WB notional cap (at starting equity $30,000): effective=$30,000 (equity_cap=$30,000, floor=$10,000, ceiling=$50,000)
  WB pyramid: OFF
============================================================
⚠️  WARNING: WB_SQUEEZE_ENABLED is OFF — bot will not trade squeezes!
  Set WB_SQUEEZE_ENABLED=1 in .env or environment to enable.

Pre-flight port check:
  Port 4002: IN USE
  Port 7497: free
  Watchdog: armed (kills bot if main thread frozen >120s)
Alpaca connected (PAPER)
📦 Tick flush thread started (every 30s)
📊 Risk flush thread started (every 60s)
Connected: True
Account: ['DUQ143444']
Broker: ALPACA
  Position sync: No open positions at broker. Clean start.
Account equity: $28,321
EPL initialized: 1 strategies registered

Bot running. Windows: 04:00-20:00 ET. Ctrl+C to stop.
[04:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[18:20 ET] AEHL CHART | O=3.90 H=3.90 L=3.88 C=3.88 V=22,130 | EMA9=none VWAP=4.75 (-18.3%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: MOBX → +18 ticks (total 113,173)
  Tick cache: AEHL → +11 ticks (total 83,536)
[18:20 ET] ATRA CHART | O=9.70 H=9.70 L=9.70 C=9.70 V=100 | EMA9=none VWAP=9.67 (+0.3%) HOD=10.80 PM_H=10.40 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +11 ticks (total 139,309)
  Tick cache: LNKS → +8 ticks (total 65,230)
  Tick cache: SST → +2 ticks (total 3,157)
  Tick cache: LESL → +11 ticks (total 106,424)
  Tick cache: FCHL → +1 ticks (total 32,700)
  Tick cache: ATRA → +1 ticks (total 4,103)
📦 Tick cache saved: 8 symbols → tick_cache_alpaca/2026-05-14/
[18:20 ET] LNKS CHART | O=1.74 H=1.74 L=1.74 C=1.74 V=708 | EMA9=none VWAP=1.93 (-10.0%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:20 ET] FCHL CHART | O=2.56 H=2.56 L=2.56 C=2.56 V=900 | EMA9=none VWAP=2.45 (+4.4%) HOD=2.99 PM_H=2.05 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: AEHL → +33 ticks (total 83,569)
  Tick cache: LESL → +12 ticks (total 106,436)
  Tick cache: ATRA → +1 ticks (total 4,104)
  TICK AUDIT: AEHL: 42 ticks in last 60s, last_price=$3.82, last_tick_time=18:20:37
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.70, last_tick_time=18:20:06
  TICK AUDIT: FCHL: 3 ticks in last 60s, last_price=$2.56, last_tick_time=18:20:29
  TICK AUDIT: LESL: 23 ticks in last 60s, last_price=$3.58, last_tick_time=18:20:27
  TICK AUDIT: LNKS: 12 ticks in last 60s, last_price=$1.73, last_tick_time=18:20:28
  TICK AUDIT: MOBX: 37 ticks in last 60s, last_price=$2.86, last_tick_time=18:20:39
  TICK AUDIT: QUCY: 28 ticks in last 60s, last_price=$2.76, last_tick_time=18:20:34
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.30, last_tick_time=18:19:41
  Tick cache: QUCY → +19 ticks (total 139,328)
  Tick cache: MOBX → +20 ticks (total 113,193)
  Tick cache: LNKS → +7 ticks (total 65,237)
  Tick cache: FCHL → +2 ticks (total 32,702)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:21:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=39 | AEHL:7t/? ATRA:0t/? FCHL:1t/? LESL:0t/? LNKS:0t/? MOBX:19t/? QUCY:12t/? SST:0t/?
[18:21:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=47 | AEHL:7t/? ATRA:0t/? FCHL:1t/? LESL:4t/? LNKS:0t/? MOBX:19t/? QUCY:16t/? SST:0t/?
[WB] [18:21 ET] LNKS WB_OBSERVE: wave_id=19 dir=up mag=2.35%
[WB] [18:21 ET] AEHL WB_DOWNWAVE: wave_id=23 score=3 (< 7, no arm)
  Tick cache: MOBX → +26 ticks (total 113,219)
  Tick cache: FCHL → +1 ticks (total 32,703)
  Tick cache: QUCY → +26 ticks (total 139,354)
  Tick cache: AEHL → +14 ticks (total 83,583)
  Tick cache: LESL → +9 ticks (total 106,445)
  Tick cache: LNKS → +6 ticks (total 65,243)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 29 ticks in last 60s, last_price=$3.81, last_tick_time=18:21:39
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:20:06
  TICK AUDIT: FCHL: 5 ticks in last 60s, last_price=$2.56, last_tick_time=18:21:32
  TICK AUDIT: LESL: 12 ticks in last 60s, last_price=$3.61, last_tick_time=18:21:26
  TICK AUDIT: LNKS: 12 ticks in last 60s, last_price=$1.72, last_tick_time=18:21:22
  TICK AUDIT: MOBX: 43 ticks in last 60s, last_price=$2.87, last_tick_time=18:21:35
  TICK AUDIT: QUCY: 50 ticks in last 60s, last_price=$2.77, last_tick_time=18:21:37
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:19:41
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: QUCY → +26 ticks (total 139,380)
  Tick cache: MOBX → +22 ticks (total 113,241)
  Tick cache: AEHL → +17 ticks (total 83,600)
  Tick cache: LNKS → +6 ticks (total 65,249)
  Tick cache: LESL → +3 ticks (total 106,448)
  Tick cache: FCHL → +4 ticks (total 32,707)
  Tick cache: ATRA → +1 ticks (total 4,105)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:22:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=31 | AEHL:8t/? ATRA:0t/? FCHL:0t/? LESL:1t/? LNKS:5t/? MOBX:9t/? QUCY:7t/? SST:1t/?
[18:22:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=31 | AEHL:8t/? ATRA:0t/? FCHL:0t/? LESL:1t/? LNKS:5t/? MOBX:9t/? QUCY:7t/? SST:1t/?
[WB] [18:22 ET] LESL WB_OBSERVE: wave_id=40 dir=up mag=2.56%
  Tick cache: SST → +1 ticks (total 3,158)
  Tick cache: LESL → +2 ticks (total 106,450)
  Tick cache: QUCY → +17 ticks (total 139,397)
  Tick cache: LNKS → +12 ticks (total 65,261)
  Tick cache: MOBX → +9 ticks (total 113,250)
  Tick cache: AEHL → +18 ticks (total 83,618)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 28 ticks in last 60s, last_price=$3.81, last_tick_time=18:22:26
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.70, last_tick_time=18:21:41
  TICK AUDIT: FCHL: 4 ticks in last 60s, last_price=$2.47, last_tick_time=18:22:19
  TICK AUDIT: LESL: 9 ticks in last 60s, last_price=$3.61, last_tick_time=18:22:38
  TICK AUDIT: LNKS: 13 ticks in last 60s, last_price=$1.72, last_tick_time=18:22:15
  TICK AUDIT: MOBX: 17 ticks in last 60s, last_price=$2.87, last_tick_time=18:22:38
  TICK AUDIT: QUCY: 18 ticks in last 60s, last_price=$2.77, last_tick_time=18:22:18
  TICK AUDIT: SST: 1 ticks in last 60s, last_price=$3.30, last_tick_time=18:21:43
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 2/3)...
  Tick cache: LNKS → +1 ticks (total 65,262)
  Tick cache: AEHL → +11 ticks (total 83,629)
  Tick cache: QUCY → +2 ticks (total 139,399)
  Tick cache: FCHL → +4 ticks (total 32,711)
  Tick cache: MOBX → +9 ticks (total 113,259)
  Tick cache: LESL → +8 ticks (total 106,458)
  Tick cache: ATRA → +1 ticks (total 4,106)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:23:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=44 | AEHL:20t/? ATRA:1t/? FCHL:1t/? LESL:6t/? LNKS:4t/? MOBX:4t/? QUCY:8t/? SST:0t/?
[18:23:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=44 | AEHL:20t/? ATRA:1t/? FCHL:1t/? LESL:6t/? LNKS:4t/? MOBX:4t/? QUCY:8t/? SST:0t/?
  Tick cache: QUCY → +15 ticks (total 139,414)
  Tick cache: FCHL → +1 ticks (total 32,712)
  Tick cache: MOBX → +9 ticks (total 113,268)
  Tick cache: AEHL → +28 ticks (total 83,657)
  Tick cache: LESL → +6 ticks (total 106,464)
  Tick cache: LNKS → +4 ticks (total 65,266)
  Tick cache: ATRA → +3 ticks (total 4,109)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 35 ticks in last 60s, last_price=$3.81, last_tick_time=18:23:39
  TICK AUDIT: ATRA: 4 ticks in last 60s, last_price=$9.46, last_tick_time=18:23:17
  TICK AUDIT: FCHL: 1 ticks in last 60s, last_price=$2.47, last_tick_time=18:22:49
  TICK AUDIT: LESL: 11 ticks in last 60s, last_price=$3.64, last_tick_time=18:23:38
  TICK AUDIT: LNKS: 9 ticks in last 60s, last_price=$1.72, last_tick_time=18:23:34
  TICK AUDIT: MOBX: 21 ticks in last 60s, last_price=$2.85, last_tick_time=18:23:30
  TICK AUDIT: QUCY: 21 ticks in last 60s, last_price=$2.77, last_tick_time=18:23:32
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:21:43
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[WB] [18:23 ET] FCHL WB_OBSERVE: wave_id=41 dir=up mag=4.07%
  Tick cache: MOBX → +18 ticks (total 113,286)
  Tick cache: AEHL → +7 ticks (total 83,664)
  Tick cache: QUCY → +6 ticks (total 139,420)
  Tick cache: LNKS → +5 ticks (total 65,271)
  Tick cache: LESL → +5 ticks (total 106,469)
  Tick cache: SST → +1 ticks (total 3,159)
  Tick cache: FCHL → +1 ticks (total 32,713)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:24:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=35 | AEHL:5t/? ATRA:0t/? FCHL:1t/? LESL:2t/? LNKS:0t/? MOBX:14t/? QUCY:12t/? SST:1t/?
[18:24:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=42 | AEHL:6t/? ATRA:0t/? FCHL:1t/? LESL:2t/? LNKS:0t/? MOBX:19t/? QUCY:13t/? SST:1t/?
  Tick cache: LESL → +5 ticks (total 106,474)
  Tick cache: QUCY → +40 ticks (total 139,460)
  Tick cache: MOBX → +32 ticks (total 113,318)
  Tick cache: AEHL → +7 ticks (total 83,671)
  Tick cache: LNKS → +8 ticks (total 65,279)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 21 ticks in last 60s, last_price=$3.82, last_tick_time=18:24:39
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.46, last_tick_time=18:23:17
  TICK AUDIT: FCHL: 1 ticks in last 60s, last_price=$2.47, last_tick_time=18:23:46
  TICK AUDIT: LESL: 6 ticks in last 60s, last_price=$3.64, last_tick_time=18:24:18
  TICK AUDIT: LNKS: 9 ticks in last 60s, last_price=$1.74, last_tick_time=18:24:29
  TICK AUDIT: MOBX: 40 ticks in last 60s, last_price=$2.82, last_tick_time=18:24:38
  TICK AUDIT: QUCY: 58 ticks in last 60s, last_price=$2.88, last_tick_time=18:24:36
  TICK AUDIT: SST: 1 ticks in last 60s, last_price=$3.30, last_tick_time=18:23:42
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: QUCY → +24 ticks (total 139,484)
  Tick cache: AEHL → +20 ticks (total 83,691)
  Tick cache: LNKS → +1 ticks (total 65,280)
  Tick cache: MOBX → +6 ticks (total 113,324)
  Tick cache: ATRA → +2 ticks (total 4,111)
  Tick cache: LESL → +4 ticks (total 106,478)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[18:25:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=36 | AEHL:8t/? ATRA:2t/? FCHL:0t/? LESL:4t/? LNKS:5t/? MOBX:5t/? QUCY:12t/? SST:0t/?
[18:25 ET] QUCY CHART | O=2.82 H=2.89 L=2.82 C=2.83 V=30,714 | EMA9=none VWAP=2.56 (+10.5%) HOD=3.47 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:25:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=38 | AEHL:8t/? ATRA:2t/? FCHL:0t/? LESL:4t/? LNKS:5t/? MOBX:5t/? QUCY:14t/? SST:0t/?
[18:25 ET] FCHL CHART | O=2.47 H=2.47 L=2.47 C=2.47 V=200 | EMA9=none VWAP=2.45 (+0.7%) HOD=2.99 PM_H=2.05 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:25 ET] MOBX CHART | O=2.84 H=2.84 L=2.80 C=2.83 V=3,269 | EMA9=none VWAP=2.74 (+3.3%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:25 ET] LNKS CHART | O=1.73 H=1.75 L=1.73 C=1.75 V=712 | EMA9=none VWAP=1.93 (-9.4%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:25 ET] AEHL CHART | O=3.81 H=3.85 L=3.81 C=3.84 V=3,128 | EMA9=none VWAP=4.75 (-19.1%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:25 ET] LESL CHART | O=3.64 H=3.65 L=3.64 C=3.65 V=208 | EMA9=none VWAP=3.14 (+16.4%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +52 ticks (total 139,536)
  Tick cache: AEHL → +6 ticks (total 83,697)
  Tick cache: LNKS → +9 ticks (total 65,289)
  Tick cache: FCHL → +2 ticks (total 32,715)
  Tick cache: MOBX → +18 ticks (total 113,342)
  Tick cache: LESL → +6 ticks (total 106,484)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 16 ticks in last 60s, last_price=$3.83, last_tick_time=18:25:34
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.46, last_tick_time=18:24:42
  TICK AUDIT: FCHL: 2 ticks in last 60s, last_price=$2.47, last_tick_time=18:25:16
  TICK AUDIT: LESL: 10 ticks in last 60s, last_price=$3.65, last_tick_time=18:25:27
  TICK AUDIT: LNKS: 13 ticks in last 60s, last_price=$1.74, last_tick_time=18:25:40
  TICK AUDIT: MOBX: 27 ticks in last 60s, last_price=$2.83, last_tick_time=18:25:32
  TICK AUDIT: QUCY: 68 ticks in last 60s, last_price=$2.88, last_tick_time=18:25:37
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.30, last_tick_time=18:23:42
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:25 ET] SST CHART | O=3.30 H=3.30 L=3.30 C=3.30 V=2,500 | EMA9=none VWAP=3.32 (-0.7%) HOD=3.50 PM_H=3.50 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:26:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=52 | AEHL:7t/? ATRA:0t/? FCHL:5t/? LESL:5t/? LNKS:7t/? MOBX:4t/? QUCY:22t/? SST:2t/?
  Tick cache: AEHL → +10 ticks (total 83,707)
[18:26:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=53 | AEHL:7t/? ATRA:0t/? FCHL:5t/? LESL:5t/? LNKS:7t/? MOBX:5t/? QUCY:22t/? SST:2t/?
  Tick cache: QUCY → +36 ticks (total 139,572)
  Tick cache: MOBX → +8 ticks (total 113,350)
  Tick cache: LNKS → +11 ticks (total 65,300)
[WB] [18:26 ET] AEHL WB_OBSERVE: wave_id=24 dir=up mag=1.05%
  Tick cache: LESL → +6 ticks (total 106,490)
  Tick cache: SST → +2 ticks (total 3,161)
  Tick cache: FCHL → +5 ticks (total 32,720)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: MOBX → +17 ticks (total 113,367)
  Tick cache: LESL → +16 ticks (total 106,506)
  Tick cache: AEHL → +13 ticks (total 83,720)
  Tick cache: QUCY → +20 ticks (total 139,592)
  Tick cache: SST → +4 ticks (total 3,165)
  Tick cache: LNKS → +4 ticks (total 65,304)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 24 ticks in last 60s, last_price=$3.82, last_tick_time=18:26:39
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.46, last_tick_time=18:24:42
  TICK AUDIT: FCHL: 5 ticks in last 60s, last_price=$2.47, last_tick_time=18:25:57
  TICK AUDIT: LESL: 21 ticks in last 60s, last_price=$3.57, last_tick_time=18:26:30
  TICK AUDIT: LNKS: 11 ticks in last 60s, last_price=$1.74, last_tick_time=18:26:33
  TICK AUDIT: MOBX: 24 ticks in last 60s, last_price=$2.84, last_tick_time=18:26:40
  TICK AUDIT: QUCY: 57 ticks in last 60s, last_price=$2.86, last_tick_time=18:26:39
  TICK AUDIT: SST: 6 ticks in last 60s, last_price=$3.31, last_tick_time=18:26:04
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:27:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=43 | AEHL:8t/? ATRA:1t/? FCHL:0t/? LESL:5t/? LNKS:8t/? MOBX:11t/? QUCY:10t/? SST:0t/?
[18:27:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=49 | AEHL:8t/? ATRA:1t/? FCHL:0t/? LESL:9t/? LNKS:8t/? MOBX:11t/? QUCY:12t/? SST:0t/?
  Tick cache: AEHL → +12 ticks (total 83,732)
  Tick cache: QUCY → +29 ticks (total 139,621)
  Tick cache: MOBX → +20 ticks (total 113,387)
  Tick cache: ATRA → +1 ticks (total 4,112)
  Tick cache: LESL → +9 ticks (total 106,515)
  Tick cache: LNKS → +11 ticks (total 65,315)
  Tick cache: FCHL → +1 ticks (total 32,721)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: QUCY → +27 ticks (total 139,648)
  Tick cache: LNKS → +6 ticks (total 65,321)
  Tick cache: MOBX → +26 ticks (total 113,413)
  Tick cache: LESL → +22 ticks (total 106,537)
  Tick cache: AEHL → +11 ticks (total 83,743)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 20 ticks in last 60s, last_price=$3.82, last_tick_time=18:27:38
  TICK AUDIT: ATRA: 1 ticks in last 60s, last_price=$9.46, last_tick_time=18:26:42
  TICK AUDIT: FCHL: 6 ticks in last 60s, last_price=$2.47, last_tick_time=18:27:40
  TICK AUDIT: LESL: 31 ticks in last 60s, last_price=$3.51, last_tick_time=18:27:34
  TICK AUDIT: LNKS: 17 ticks in last 60s, last_price=$1.75, last_tick_time=18:27:30
  TICK AUDIT: MOBX: 37 ticks in last 60s, last_price=$2.83, last_tick_time=18:27:37
  TICK AUDIT: QUCY: 44 ticks in last 60s, last_price=$2.87, last_tick_time=18:27:39
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.31, last_tick_time=18:26:04
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[18:28:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=37 | AEHL:3t/? ATRA:0t/? FCHL:0t/? LESL:9t/? LNKS:3t/? MOBX:9t/? QUCY:11t/? SST:2t/?
[18:28:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=41 | AEHL:6t/? ATRA:0t/? FCHL:0t/? LESL:9t/? LNKS:3t/? MOBX:9t/? QUCY:12t/? SST:2t/?
  Tick cache: AEHL → +21 ticks (total 83,764)
  Tick cache: QUCY → +17 ticks (total 139,665)
  Tick cache: FCHL → +8 ticks (total 32,729)
  Tick cache: MOBX → +13 ticks (total 113,426)
  Tick cache: SST → +2 ticks (total 3,167)
  Tick cache: LESL → +9 ticks (total 106,546)
  Tick cache: LNKS → +5 ticks (total 65,326)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 22 ticks in last 60s, last_price=$3.91, last_tick_time=18:28:32
  TICK AUDIT: ATRA: 1 ticks in last 60s, last_price=$9.46, last_tick_time=18:28:19
  TICK AUDIT: FCHL: 8 ticks in last 60s, last_price=$2.47, last_tick_time=18:28:39
  TICK AUDIT: LESL: 11 ticks in last 60s, last_price=$3.52, last_tick_time=18:28:39
  TICK AUDIT: LNKS: 6 ticks in last 60s, last_price=$1.75, last_tick_time=18:28:29
  TICK AUDIT: MOBX: 23 ticks in last 60s, last_price=$2.83, last_tick_time=18:28:38
  TICK AUDIT: QUCY: 25 ticks in last 60s, last_price=$2.88, last_tick_time=18:28:39
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.31, last_tick_time=18:27:42
  Tick cache: AEHL → +7 ticks (total 83,771)
  Tick cache: MOBX → +12 ticks (total 113,438)
  Tick cache: QUCY → +12 ticks (total 139,677)
  Tick cache: ATRA → +1 ticks (total 4,113)
  Tick cache: LESL → +2 ticks (total 106,548)
  Tick cache: FCHL → +5 ticks (total 32,734)
  Tick cache: LNKS → +1 ticks (total 65,327)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:29:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=37 | AEHL:3t/? ATRA:0t/? FCHL:4t/? LESL:7t/? LNKS:0t/? MOBX:10t/? QUCY:13t/? SST:0t/?
[18:29:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=40 | AEHL:3t/? ATRA:0t/? FCHL:5t/? LESL:7t/? LNKS:0t/? MOBX:11t/? QUCY:14t/? SST:0t/?
  Tick cache: LESL → +8 ticks (total 106,556)
  Tick cache: QUCY → +24 ticks (total 139,701)
  Tick cache: AEHL → +7 ticks (total 83,778)
  Tick cache: MOBX → +22 ticks (total 113,460)
  Tick cache: FCHL → +5 ticks (total 32,739)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 9 ticks in last 60s, last_price=$3.91, last_tick_time=18:29:33
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.46, last_tick_time=18:28:19
  TICK AUDIT: FCHL: 7 ticks in last 60s, last_price=$2.47, last_tick_time=18:29:38
  TICK AUDIT: LESL: 15 ticks in last 60s, last_price=$3.53, last_tick_time=18:29:29
  TICK AUDIT: LNKS: 0 ticks in last 60s, last_price=$1.75, last_tick_time=18:28:29
  TICK AUDIT: MOBX: 27 ticks in last 60s, last_price=$2.84, last_tick_time=18:29:29
  TICK AUDIT: QUCY: 56 ticks in last 60s, last_price=$2.88, last_tick_time=18:29:39
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.31, last_tick_time=18:27:42
⚠️ TICK DROUGHT: LNKS — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: LESL → +8 ticks (total 106,564)
  Tick cache: QUCY → +40 ticks (total 139,741)
  Tick cache: FCHL → +2 ticks (total 32,741)
  Tick cache: MOBX → +6 ticks (total 113,466)
  Tick cache: AEHL → +2 ticks (total 83,780)
  Tick cache: LNKS → +1 ticks (total 65,328)
  Tick cache: ATRA → +1 ticks (total 4,114)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[18:30 ET] QUCY CHART | O=2.88 H=2.89 L=2.88 C=2.88 V=35,362 | EMA9=none VWAP=2.56 (+12.4%) HOD=3.47 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:30:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=15 | AEHL:1t/? ATRA:0t/? FCHL:0t/? LESL:2t/? LNKS:1t/? MOBX:2t/? QUCY:8t/? SST:1t/?
[18:30:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=16 | AEHL:1t/? ATRA:0t/? FCHL:0t/? LESL:2t/? LNKS:1t/? MOBX:2t/? QUCY:9t/? SST:1t/?
[18:30 ET] AEHL CHART | O=3.91 H=3.91 L=3.91 C=3.91 V=7 | EMA9=none VWAP=4.74 (-17.6%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:30 ET] LESL CHART | O=3.53 H=3.53 L=3.53 C=3.53 V=5,823 | EMA9=none VWAP=3.14 (+12.6%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[18:30 ET] LNKS CHART | O=1.75 H=1.75 L=1.75 C=1.75 V=101 | EMA9=none VWAP=1.93 (-9.4%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: SST → +1 ticks (total 3,168)
  Tick cache: QUCY → +26 ticks (total 139,767)
[18:30 ET] MOBX CHART | O=2.81 H=2.84 L=2.81 C=2.84 V=1,322 | EMA9=none VWAP=2.74 (+3.7%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: LESL → +6 ticks (total 106,570)
  Tick cache: LNKS → +13 ticks (total 65,341)
  Tick cache: MOBX → +2 ticks (total 113,468)
  Tick cache: AEHL → +6 ticks (total 83,786)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[18:30 ET] FCHL CHART | O=2.47 H=2.47 L=2.47 C=2.47 V=302 | EMA9=none VWAP=2.45 (+0.7%) HOD=2.99 PM_H=2.05 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
